id;submitdate;lastpage;startlanguage;seed;startdate;datestamp;group;ident;PI1;PI2;I1;I2;I3;I4;PO1;PO2T[SQ002];PO2T[SQ003];PO2T[SQ004];PO2T[SQ008];PO2T[SQ010];PO2T[SQ012];PO2T[SQ013];PO2T[SQ018];PO2T[SQ014];PO2T[SQ016];PO2T[SQ017];PO3U[SQ001];PO3U[SQ003];PO3U[SQ004];PO3U[SQ005];PO3U[SQ006];PO4E[SQ001];PO4E[SQ003];PO4E[SQ006];PO4E[SQ008];PO4E[SQ019];PO4E[SQ011];PO4E[SQ012];PO4E[SQ017];PO4E[SQ018];PO5OP;DE1;DE2;DE2[other];DE3;DE4[SQ001];DE4[SQ002];DE4[SQ003];DE4[SQ004];DE4[SQ005];DE4[other];DE5;FEED;interviewtime;groupTime8318;groupTime;identTime;groupTime8319;PI1Time;PI2Time;groupTime8315;I1Time;I2Time;I3Time;I4Time;groupTime8316;PO1Time;PO2TTime;PO3UTime;PO4ETime;PO5OPTime;groupTime8317;DE1Time;DE2Time;DE3Time;DE4Time;DE5Time;groupTime8320;FEEDTime
78;2026-06-25 12:07:48;19;en;1132541343;2026-06-25 11:58:05;2026-06-25 12:07:48;4;450337;Basic knowledge;Frequently / weekly;;;;;When n is 0;2;4;5;1 (strongly disagree);3;1 (strongly disagree);2;7 (strongly agree);4;3;2;2;2;3;3;2;3;3;1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);3;2;2;;;Woman;;Master's degree;No;No;No;Yes;No;;25 to 34;;589.21;;;;;11.05;6.04;;401.81;;;;;41.07;41.87;24.75;29.66;9.33;;3.2;4.4;3.75;5.71;3.99;;2.58
170;2026-06-30 22:53:11;19;en;19124411;2026-06-30 22:43:53;2026-06-30 22:53:11;4;532403;Basic knowledge;Daily;;;;;When n is 0;3;6;7 (strongly agree);1 (strongly disagree);3;1 (strongly disagree);1 (strongly disagree);7 (strongly agree);5;4;1 (strongly disagree);5;5;6;5;2;4;4;4;4;1 (strongly disagree);5;5;2;6;;;Woman;;Master's degree;No;No;No;No;Yes;;25 to 34;;564.37;;;;;6.91;7.39;;15.43;;;;;73.93;152.91;72.73;117.42;24.62;;6.17;14.48;20.17;26.56;17.35;;8.3
169;2026-06-30 22:20:58;19;en;977223887;2026-06-30 22:03:47;2026-06-30 22:20:58;4;406004;Basic knowledge;Daily;;;;;When n is 0;7 (strongly agree);7 (strongly agree);5;6;6;4;4;7 (strongly agree);1 (strongly disagree);4;6;6;6;5;5;6;6;6;6;6;1 (strongly disagree);4;7 (strongly agree);4;5;It used clear and neutral phrases;;Man;;High school diploma / Abitur;Yes;No;No;No;No;Arabic;18 to 24;;549.93;;;;;5.9;145.25;;12.46;;;;;33.89;87.43;41.53;62.39;57.4;;3.54;8.81;9.93;39.15;4.7;;37.55
70;2026-06-24 18:01:37;19;en;507649193;2026-06-24 17:52:34;2026-06-24 18:01:37;4;506976;Basic knowledge;Frequently / weekly;;;;;When n is 0;5;6;6;6;4;4;4;7 (strongly agree);3;4;1 (strongly disagree);6;6;6;6;5;4;4;4;4;1 (strongly disagree);5;5;2;2;;;Man;;Bachelor's degree;No;Yes;No;No;No;;18 to 24;;547.51;;;;;3.06;4.39;;390.68;;;;;7.47;58.33;32.16;26.24;2.21;;1.43;3.14;9.61;3.43;2.93;;2.43
11;2026-05-18 22:18:55;19;en;837233044;2026-05-18 22:09:58;2026-05-18 22:18:55;3;367883;Basic knowledge;Frequently / weekly;;;;;When the move count reaches n;7 (strongly agree);6;6;6;5;5;6;7 (strongly agree);3;4;3;5;5;5;5;5;3;3;3;3;1 (strongly disagree);1 (strongly disagree);2;2;2;;;AO01;;AO03;Yes;No;No;No;No;;18 to 24;I was somewhat lost, as I wasn't sure what chatbot was being referred to. Another confusion but still similarly related to my first point was when I was asked to rate my level of emotions from the chatbot's aid or so.;544.72;;;;;20.93;10.84;;;;;19.14;;85.39;93.46;42.66;77.05;19.36;;3.66;6.84;8.35;7.7;5.81;;143.53
145;2026-06-30 12:36:22;19;en;2128789981;2026-06-30 12:27:25;2026-06-30 12:36:22;4;181254;Advanced;Frequently / weekly;;;;;When n is 0;6;6;6;5;5;4;6;7 (strongly agree);2;6;3;6;6;6;6;6;5;5;6;6;1 (strongly disagree);6;6;3;3;The chatbot’s language felt mostly gender-neutral because it did not use gendered terms or make assumptions about me. Phrases such as “your learning progress” and the step-by-step explanations made it feel somewhat supportive. However, the tone was quite formal and impersonal, so using more encouraging phrases such as “You’re doing well” or “It’s normal to find this difficult” could make it feel more empathetic.;;Woman;;High school diploma / Abitur;Yes;No;No;No;No;hindi;18 to 24;The session was clear, structured, and easy to follow. The examples helped reinforce the concept of recursion, especially the importance of base cases. It would be even better with a few more interactive exercises, visual call-stack explanations, and more personalized feedback after each answer.;543.05;;;;;13.24;6.83;;297.08;;;;;22.24;56.4;21.59;32.36;24.03;;6.95;5.88;10.93;20.85;5.11;;19.56
25;2026-06-08 08:28:58;19;en;1609934710;2026-06-08 08:20:28;2026-06-08 08:28:58;2;500526;No experience;Daily;;;;;When the move count reaches n;1 (strongly disagree);2;6;1 (strongly disagree);3;1 (strongly disagree);5;7 (strongly agree);2;2;1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);7 (strongly agree);6;4;No;;Woman;;Bachelor's degree;Yes;No;Yes;No;No;;25 to 34;;515.49;;;;;5.55;9.46;;;;303.63;;;13.14;63.68;14.27;49.6;25.07;;5.56;5.97;6.86;7.01;3.62;;2.07
50;2026-06-23 17:21:26;19;en;1343330515;2026-06-23 17:13:00;2026-06-23 17:21:26;1;915696;Basic knowledge;Daily;;;;;When the move count reaches n;1 (strongly disagree);1 (strongly disagree);5;1 (strongly disagree);2;1 (strongly disagree);1 (strongly disagree);7 (strongly agree);2;6;2;2;2;2;3;2;2;2;1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);3;3;"
";;Woman;;High school diploma / Abitur;No;Yes;No;No;No;;18 to 24;;512.8;;;;;14.18;7.42;;;272.72;;;;24.8;37.87;22.42;39.36;66.81;;4.72;4.33;5.53;6.43;3.99;;2.22
43;2026-06-19 23:19:03;19;en;1350112345;2026-06-19 23:10:54;2026-06-19 23:19:03;4;190107;No experience;Daily;;;;;When n disks are on the destination rod;2;3;5;2;6;3;6;7 (strongly agree);2;4;4;5;3;6;3;2;2;2;2;3;1 (strongly disagree);5;3;4;4;;;Woman;;High school diploma / Abitur;Yes;No;No;Yes;No;;18 to 24;;494.82;;;;;6.98;4.82;;212.59;;;;;41.84;83.66;33.09;50.46;14.12;;8.03;5.57;13.74;12.05;4.08;;3.79
18;2026-06-01 11:18:37;19;en;1423995157;2026-06-01 11:10:54;2026-06-01 11:18:37;4;893585;Basic knowledge;Daily;;;;;When n disks are on the destination rod;2;1 (strongly disagree);2;1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);5;7 (strongly agree);4;4;1 (strongly disagree);3;1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);2;2;1 (strongly disagree);2;1 (strongly disagree);2;3;3;1 (strongly disagree);;;Nonbinary;;Bachelor's degree;No;Yes;No;No;No;;25 to 34;;468.85;;;;;6.89;6.25;;347.65;;;;;7.28;36.52;14.71;21.45;5.22;;2.05;6.19;4.6;4.95;3.14;;1.95
174;2026-07-01 14:04:45;19;en;628301622;2026-07-01 13:57:18;2026-07-01 14:04:45;3;676656;Basic knowledge;Daily;;;;;When the move count reaches n;5;4;4;4;6;4;4;7 (strongly agree);5;4;4;4;5;4;5;4;5;5;5;4;1 (strongly disagree);4;4;4;4;;;Woman;;Bachelor's degree;Yes;Yes;Yes;No;No;;25 to 34;;454.02;;;;;28.54;8.08;;;;;209.9;;43.69;63.92;25.44;30.46;4.69;;3.16;8.03;4.82;16.01;4.9;;2.38
131;2026-06-29 19:51:44;19;en;1789794845;2026-06-29 19:44:28;2026-06-29 19:51:44;3;807907;Basic knowledge;Daily;;;;;When the move count reaches n;3;2;5;4;3;5;3;4;3;4;4;2;4;3;3;4;3;4;4;3;4;4;3;4;4;no;;Man;;High school diploma / Abitur;Yes;Yes;No;No;No;hindi;18 to 24;ich würde es gerne haben falls man auch direkt und nicht per online feedback ein feedback erhalten würden;442.84;;;;;7.49;5.53;;;;;2.24;;11.96;45.92;225.6;11.24;24.64;;19.73;6.28;9.39;14.92;4.43;;53.47
31;2026-06-16 22:13:20;19;en;413273455;2026-06-16 22:06:10;2026-06-16 22:13:20;3;527496;Basic knowledge;Daily;;;;;When the largest disk is on the bottom;3;4;5;5;4;6;4;7 (strongly agree);4;5;5;3;4;3;4;5;2;2;6;5;1 (strongly disagree);1 (strongly disagree);2;4;6;No emotion. Would work better with emotional backing while explaining;;Man;;Bachelor's degree;Yes;No;No;No;No;;18 to 24;;434.43;;;;;6.56;8.19;;;;;178.14;;112.15;30.46;9.18;29.75;32.88;;3.19;4.51;4.1;6.89;5.27;;3.16
69;2026-06-24 17:49:53;19;en;1584773534;2026-06-24 17:38:26;2026-06-24 17:49:53;2;517221;Basic knowledge;Frequently / weekly;;;;;When n is 0;5;6;6;4;4;4;4;7 (strongly agree);3;4;1 (strongly disagree);6;6;6;6;7 (strongly agree);4;4;4;4;1 (strongly disagree);4;7 (strongly agree);3;2;;;Man;;Bachelor's degree;No;Yes;No;No;No;;18 to 24;;431.5;;;;;17.19;9.96;;;;16.94;;;46.73;103.49;64.07;81.21;24.67;;24.47;6.73;16.37;11.34;4.52;;3.81
137;2026-06-30 02:34:54;19;en;1710674972;2026-06-30 02:28:07;2026-06-30 02:34:54;2;898987;Basic knowledge;Frequently / weekly;;;;;When n disks are on the destination rod;2;3;6;4;4;5;6;7 (strongly agree);2;4;2;5;5;5;5;2;2;3;2;1 (strongly disagree);1 (strongly disagree);2;2;4;4;;;Man;;Master's degree;No;Yes;No;No;No;;25 to 34;;413.07;;;;;5.07;3.08;;;;236.61;;;57.12;40.68;20.65;22.66;4.64;;2.8;3.25;3.95;5.05;3.77;;3.74
15;2026-05-23 10:42:56;19;en;1385335751;2026-05-23 09:36:16;2026-05-23 10:42:56;1;841697;Basic knowledge;Frequently / weekly;;;;;When the move count reaches n;6;4;5;6;5;6;4;7 (strongly agree);5;3;3;5;6;5;5;6;5;5;4;5;6;7 (strongly agree);5;5;5;;;Man;;Bachelor's degree;No;Yes;No;No;No;;25 to 34;;4005.33;;;;;3432.72;516.35;;;2.95;;;;2.56;17.01;7.17;5.97;2.28;;1.89;4.11;3.85;3.33;2.56;;2.58
90;2026-06-26 13:23:09;19;en;689459206;2026-06-26 13:16:46;2026-06-26 13:23:09;3;642498;Basic knowledge;Daily;;;;;When n disks are on the destination rod;2;2;5;1 (strongly disagree);6;3;6;7 (strongly agree);2;2;3;5;4;3;3;2;1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);2;1 (strongly disagree);2;2;1 (strongly disagree);1 (strongly disagree);;;Woman;;Bachelor's degree;No;Yes;No;No;No;;25 to 34;;390.49;;;;;6.65;7;;;;;221.58;;8.39;49.25;22.6;31.74;9.13;;5.84;6.6;5.86;8.32;4.65;;2.88
44;2026-06-21 12:27:52;19;en;1396688848;2026-06-21 12:21:42;2026-06-21 12:27:52;4;636402;Basic knowledge;Frequently / weekly;;;;;When n is 0;5;4;5;5;5;2;4;7 (strongly agree);5;5;5;5;5;5;5;3;4;4;4;4;1 (strongly disagree);5;5;3;4;;;Woman;;Bachelor's degree;No;Yes;No;No;No;;25 to 34;;373.99;;;;;6.06;6.06;;4.49;;;;;20.35;233.18;43.57;31.31;4.01;;3.35;3.98;3.77;8.09;4.01;;1.76
55;2026-06-23 20:20:23;19;en;1299423766;2026-06-23 19:19:47;2026-06-23 20:20:23;2;347245;Basic knowledge;Daily;;;;;When n is 0;1 (strongly disagree);2;1 (strongly disagree);2;2;2;4;7 (strongly agree);7 (strongly agree);6;1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);3;3;3;3;1 (strongly disagree);1 (strongly disagree);5;6;6;The responses from Coment seem gender-neutral to me.;;Woman;;High school diploma / Abitur;Yes;Yes;No;No;No;Vietnamese;25 to 34;;3641.04;;;;;55.78;47.05;;;;1081.29;;;119.88;1066.16;114.5;134.45;932.02;;7.15;10.01;12.53;32.96;7.54;;19.72
80;2026-06-25 14:54:52;19;en;1350999652;2026-06-25 14:49:14;2026-06-25 14:54:52;3;473641;Basic knowledge;Daily;;;;;When n is 0;7 (strongly agree);4;7 (strongly agree);7 (strongly agree);7 (strongly agree);7 (strongly agree);2;7 (strongly agree);7 (strongly agree);4;3;7 (strongly agree);7 (strongly agree);7 (strongly agree);7 (strongly agree);7 (strongly agree);7 (strongly agree);7 (strongly agree);7 (strongly agree);7 (strongly agree);1 (strongly disagree);7 (strongly agree);7 (strongly agree);1 (strongly disagree);1 (strongly disagree);The bot felt gender neutral because it didn’t use any gendered pronouns or descriptors for itself.;;Man;;Prefer not to say;Yes;No;No;No;No;;18 to 24;;344.48;;;;;13.21;5.56;;;;;4.45;;21.41;78.51;21.85;30.18;127.28;;2.31;8.49;11.17;9.61;3.78;;6.67
24;2026-06-06 09:21:48;19;en;683093137;2026-06-06 09:16:21;2026-06-06 09:21:48;2;144142;Basic knowledge;Daily;;;;;When the move count reaches n;6;5;6;5;3;6;4;7 (strongly agree);3;4;3;5;5;5;6;6;4;4;4;3;1 (strongly disagree);5;3;4;4;;;Woman;;Master's degree;No;Yes;No;No;No;;25 to 34;;334.64;;;;;6.12;4.02;;;;171.72;;;52.3;38.3;12.88;22.87;6.61;;2.46;2.84;4.36;4.49;2.92;;2.75
20;2026-06-03 10:16:48;19;en;12817737;2026-06-03 10:11:23;2026-06-03 10:16:48;1;404215;Advanced;Daily;;;;;When n is 0;2;5;5;2;2;5;3;7 (strongly agree);6;6;7 (strongly agree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);3;2;5;1 (strongly disagree);5;2;5;1 (strongly disagree);;;Man;;Bachelor's degree;Yes;Yes;No;No;No;;18 to 24;;330.84;;;;;2.86;5.45;;;146.14;;;;80.04;35.92;11.14;19.54;9.83;;2.62;3.72;3.09;4.85;3.49;;2.15
107;2026-06-28 16:48:51;19;en;72182879;2026-06-28 16:43:50;2026-06-28 16:48:51;1;975674;No experience;Frequently / weekly;;;;;When n is 0;1 (strongly disagree);1 (strongly disagree);5;3;3;3;5;7 (strongly agree);3;5;5;1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);;;Woman;;Bachelor's degree;No;Yes;No;No;No;;25 to 34;;307.86;;;;;5.23;6.02;;;175.18;;;;6.9;43.93;14.38;17.25;10.14;;2.89;4.65;4.89;8.88;4.46;;3.06
7;2026-05-15 23:35:48;19;en;1785226345;2026-05-15 22:42:11;2026-05-15 23:35:48;3;833957;Advanced;Occasionally / a few times a month;;;;;When n is 0;4;5;2;2;2;2;5;7 (strongly agree);4;3;1 (strongly disagree);3;2;1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);4;4;4;7 (strongly agree);7 (strongly agree);2;1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);I guess it could help a beginner understand some things but then hanoi is rather advanced and somewhat came out of nowhere without any prior explanation about what's going on there;;AO02;;AO06;Yes;Yes;No;No;No;;25 to 34;;3000.35;;;;;3.64;5.08;;;;;1995.63;;21.38;55.49;32.69;45.6;68.83;;394.85;4.29;5.38;360.71;4.2;;2.58
116;2026-06-29 00:28:50;19;en;2075951906;2026-06-29 00:24:06;2026-06-29 00:28:50;4;275424;Basic knowledge;Frequently / weekly;;;;;When the largest disk is on the bottom;3;2;4;2;4;2;5;7 (strongly agree);2;4;2;4;5;4;4;4;2;2;2;2;1 (strongly disagree);2;1 (strongly disagree);2;2;;;Woman;;Bachelor's degree;Yes;Yes;No;No;No;;25 to 34;;289.7;;;;;5.71;7.21;;144.86;;;;;24.86;36.49;15.16;19.3;7.57;;3.25;4.95;4.15;9.24;4.26;;2.69
143;2026-06-30 12:52:50;19;en;159752788;2026-06-30 12:09:59;2026-06-30 12:52:50;1;825842;Advanced;Occasionally / a few times a month;;;;;When n is 0;2;3;4;5;3;1 (strongly disagree);7 (strongly agree);7 (strongly agree);4;7 (strongly agree);4;2;2;3;3;2;3;3;2;1 (strongly disagree);1 (strongly disagree);3;3;4;5;;;Nonbinary;;High school diploma / Abitur;No;Yes;No;No;No;;18 to 24;The bot asks at the start if the user prefers Mrs. or Mr. for users that don't identify with either option it would be nice to have a third;2577.42;;;;;10.81;17.54;;;1766.43;;;;267.96;129.8;39.84;61.96;118.3;;9.09;14.83;10.22;8.82;7.02;;114.8
136;2026-06-29 23:16:53;19;en;476147952;2026-06-29 22:37:14;2026-06-29 23:16:53;3;242236;Basic knowledge;Occasionally / a few times a month;;;;;When n is 0;2;4;3;4;5;3;7 (strongly agree);7 (strongly agree);1 (strongly disagree);6;1 (strongly disagree);4;3;5;5;5;4;5;3;3;1 (strongly disagree);3;6;3;2;The chatbot's language was a bit robotic making it feel a little less empathetic.;;Woman;;High school diploma / Abitur;No;Yes;No;No;No;;18 to 24;;2384.48;;;;;35.13;14.58;;;;;1735.48;;46.29;160.42;96.24;102.21;143.69;;9.68;9.4;10.44;7.34;6.03;;7.55
171;2026-06-30 23:36:44;19;en;100369994;2026-06-30 23:32:58;2026-06-30 23:36:44;3;394622;Basic knowledge;Daily;;;;;When n is 0;6;6;6;5;4;4;4;7 (strongly agree);3;5;2;6;6;6;6;6;4;4;4;3;1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);1 (strongly disagree);The language felt neutral. “please” and “could you help” made it sound a bit more polite.;;Woman;;High school diploma / Abitur;Yes;Yes;No;No;No;;18 to 24;;232.56;;;;;3.88;4.8;;;;;2.94;;16.46;54.71;24.29;43.14;36.11;;23.49;3.17;4.86;4.65;3.49;;6.57
96;2026-06-27 12:25:42;19;en;2078408481;2026-06-27 11:48:17;2026-06-27 12:25:42;2;966258;Basic knowledge;Rarely / once every few months;;;;;When n is 0;5;5;4;5;6;3;3;7 (strongly agree);2;4;2;5;4;3;2;6;6;6;5;6;1 (strongly disagree);6;3;5;6;"I'm curious to see your thoughts!
I'm sure you'll understand this better with our exercise
That’s perfectly fine
No one is perfect at the start
everyone learns by making mistakes";;Woman;;Bachelor's degree;No;Yes;No;No;No;;25 to 34;;2251.46;;;;;15.68;13.69;;;;1548.04;;;116.11;218.83;51.87;58.1;171.29;;10.97;13.3;6.51;12.74;5.93;;8.4
82;2026-06-25 15:05:11;19;en;374981779;2026-06-25 15:00:45;2026-06-25 15:05:11;4;787976;Basic knowledge;Frequently / weekly;;;;;When n disks are on the destination rod;3;4;4;4;4;4;4;4;4;4;4;6;6;5;5;6;3;3;5;4;1 (strongly disagree);3;5;3;3;;;Woman;;High school diploma / Abitur;Yes;Yes;No;No;No;;18 to 24;;215.26;;;;;6.54;22.24;;4.1;;;;;31.56;27.32;22.06;57.37;3.58;;2.67;7.29;8.46;14.74;5.07;;2.26
22;2026-06-05 10:49:23;19;en;185021380;2026-06-05 10:45:09;2026-06-05 10:49:23;4;530539;No experience;Daily;;;;;When n is 0;2;2;3;3;3;4;3;3;3;3;3;2;3;2;3;3;2;2;2;2;2;3;2;2;2;it was too much;;Woman;;Bachelor's degree;No;No;No;No;No;greek;25 to 34;;259.21;;;;;8.1;3.85;;57.26;;;;;14.3;21.58;29.35;17.38;16.18;;6.06;3.24;3.16;11.49;3.46;;3.8
124;2026-06-29 15:08:10;19;en;199701833;2026-06-29 14:35:13;2026-06-29 15:08:10;3;398028;Advanced;Never;;;;;When n is 0;3;3;4;5;6;3;5;7 (strongly agree);3;5;2;3;5;3;2;2;4;5;4;6;1 (strongly disagree);3;6;2;1 (strongly disagree);Less gender-neutral & empathetic: None as a title instead of Ms. or Mr.;;Nonbinary;;Bachelor's degree;Yes;Yes;No;No;No;;18 to 24;;1983.15;;;;;7.93;5.78;;;;;666.27;;700.82;256.44;31.51;91.67;129.44;;4.47;4.15;6.3;72.14;3.95;;2.28
68;2026-06-24 17:42:50;19;en;536763741;2026-06-24 17:11:29;2026-06-24 17:42:50;1;110553;Advanced;Frequently / weekly;;;;;When the move count reaches n;3;5;6;6;5;4;7 (strongly agree);7 (strongly agree);1 (strongly disagree);7 (strongly agree);4;7 (strongly agree);7 (strongly agree);7 (strongly agree);7 (strongly agree);7 (strongly agree);3;2;7 (strongly agree);7 (strongly agree);1 (strongly disagree);3;4;1 (strongly disagree);1 (strongly disagree);No.;;Man;;Bachelor's degree;Yes;No;No;No;No;;25 to 34;The bot had unclear instructions.;1887.92;;;;;5.9;26.25;;;1424.08;;;;28.58;144.9;42.55;79.03;36.15;;47.57;8.79;7.61;8.73;7.52;;20.26
